851,24
220,24
668,34
1275,14
590,77
680,14
241,24
1335,14
955,14
1023,14
376,14
1341,10
833,77
327,0
166,34
913,77
1413,34
51,0
345,9
1026,77
962,77
661,24
766,88
814,14
551,14
565,24
825,77
640,84
1317,14
343,14
829,14
865,14
1139,34
702,34
792,14
181,14
296,14
313,34
1004,14
245,26
223,9
690,11
1344,34
262,10
984,34
810,14
234,14
571,84
631,24
174,77
539,24
989,14
889,5
552,77
1179,26
164,0
823,52
1356,24
903,77
1270,14
318,26
1178,61
928,14
806,77
603,14
730,9
1215,77
648,24
864,14
607,24
802,54
572,52
201,9
270,77
45,34
934,10
703,14
34,14
824,6
1057,14
779,26
930,34
1254,77
470,9
1042,77
390,14
42,10
705,9
14,14
375,14
1189,14
1362,34
777,77
1296,26
732,14
324,14
917,14
69,77
788,14
745,10
566,10
748,14
226,84
505,14
1231,14
1395,34
1098,14
457,14
477,14
228,53
515,14
811,34
737,14
608,34
526,26
474,14
555,14
1025,34
645,53
630,24
494,14
53,34
1412,14
997,10
115,24
359,52
862,50
544,14
1308,88
807,34
421,14
212,14
1191,26
413,14
920,14
186,36
243,14
1097,77
929,24
783,9
1368,34
319,14
1044,14
894,14
1384,19
86,10
176,2
368,10
1199,14
1030,77
1131,77
211,77
586,34
1292,14
1411,24
221,26
554,14
627,14
1016,24
506,77
957,77
1298,34
832,9
119,24
83,14
667,14
908,77
1080,84
1309,34
1,77
880,10
307,34
1228,14
348,26
1282,14
70,2
12,34
949,9
57,14
349,14
818,84
795,14
454,2
1104,34
576,77
205,10
1000,30
1184,34
254,14
1408,26
109,14
20,24
577,14
758,14
978,14
369,26
117,50
1100,34
1010,0
308,14
932,9
828,30
956,14
310,34
1130,14
1389,24
990,14
775,24
467,77
1058,34
606,34
670,24
772,34
743,14
1372,14
1271,77
1185,24
361,14
587,14
1334,14
1163,24
899,14
1382,26
623,14
1423,24
123,14
478,84
78,24
1320,34
265,14
524,14
154,88
206,24
1311,30
965,24
1082,24
1118,14
346,10
1029,34
499,50
820,10
1051,85
330,10
35,10
1002,14
1428,34
1156,24
1015,14
462,24
1390,10
108,77
713,14
1078,14
416,26
1327,14
329,34
1332,77
546,26
1099,77
500,14
387,14
591,26
309,14
695,9
1316,34
1201,14
289,14
655,14
1229,77
400,14
1141,10
1329,10
1060,34
636,34
1094,10
396,34
963,14
1226,14
746,77
26,24
351,52
1110,10
1379,14
1247,0
861,34
94,14
401,24
4,34
5,84
1429,14
543,14
574,10
1222,14
1052,14
1186,9
1266,24
863,14
866,14
1081,10
1202,0
364,34
354,34
1259,11
448,34
367,14
1347,26
427,10
288,34
275,14
1024,9
971,2
1041,34
672,26
787,81
682,14
822,10
720,24
110,10
1376,14
1103,14
283,14
1342,14
113,10
337,88
1148,24
847,9
1017,77
813,14
1387,0
1355,14
988,14
377,14
964,26
869,34
1338,77
384,77
785,24
563,84
1147,14
1083,14
185,34
1414,14
520,24
402,34
578,77
76,34
1325,14
1095,24
910,30
50,0
890,54
694,14
650,77
616,14
776,84
433,10
1133,14
870,34
1173,0
143,14
1243,14
805,14
562,10
512,34
1426,26
1409,77
1331,14
1419,14
1087,14
340,14
60,14
138,10
1125,84
774,14
718,77
786,24
692,34
1403,14
809,14
657,9
567,34
671,26
1239,14
741,14
513,14
873,30
1415,14
162,77
71,26
1393,14
1197,14
553,34
365,26
1079,14
1107,26
150,14
419,14
1105,14
92,14
100,19
927,26
731,14
1377,10
252,24
314,26
941,34
204,34
926,14
1112,14
418,34
734,14
196,6
653,30
698,10
1005,14
116,34
1174,84
867,26
1123,14
877,10
583,10
981,26
951,34
531,26
58,34
511,14
854,10
1305,14
0,14
444,24
1269,26
1132,34
1287,14
28,14
222,24
1206,14
1001,34
906,14
1314,88
190,19
840,77
1146,14
1312,14
585,10
347,14
1180,14
197,34
263,14
492,84
55,14
230,0
1263,14
179,34
749,77
882,51
527,24
1367,14
6,14
87,14
1273,24
287,14
159,14
258,24
326,88
726,24
1295,77
836,14
490,14
536,77
1122,83
54,14
218,14
1297,34
879,14
1063,34
1306,9
1126,14
1299,10
236,34
13,24
1086,54
1373,26
684,24
316,84
189,9
183,88
106,14
471,77
19,34
103,34
446,26
1354,77
344,14
663,10
709,24
1357,26
808,34
395,10
443,24
612,34
1172,34
514,34
1117,26
380,26
898,88
238,77
1145,14
530,0
740,2
1225,84
1176,34
422,84
706,10
1213,14
1003,21
994,10
386,14
584,31
27,34
948,14
686,26
127,14
104,9
1252,26
643,34
141,24
153,14
1187,24
1370,77
846,77
486,10
887,9
276,9
286,14
707,14
435,84
1210,30
10,24
613,14
800,84
871,14
1420,84
1137,14
710,14
1073,14
1074,84
987,14
271,14
901,26
568,34
902,54
1177,14
1381,34
417,10
781,26
165,9
1048,77
665,14
432,24
637,9
1193,14
431,14
273,10
424,26
1433,77
1402,10
1134,24
1070,14
676,77
438,34
1212,14
268,77
16,14
1091,10
856,10
453,9
579,14
1293,14
469,34
830,10
248,24
1303,88
468,14
558,26
1007,14
1152,14
167,52
1256,9
1375,34
919,10
483,26
171,34
172,24
1330,14
628,14
1034,26
1205,10
625,34
259,26
336,34
426,14
1027,24
1352,10
1432,14
700,10
1369,4
1398,14
1407,30
780,34
1388,77
1258,34
973,54
415,30
897,10
1043,24
1166,14
905,14
1195,52
146,19
1064,77
15,24
423,14
1371,5
49,2
1406,84
1021,77
725,0
461,77
75,10
547,14
1313,24
701,34
634,17
550,14
812,2
1214,84
441,34
791,14
918,14
651,77
437,14
393,14
656,9
760,26
169,34
1155,26
942,14
933,14
722,77
1022,14
91,14
757,10
1090,14
298,34
504,10
1333,34
168,14
570,0
986,14
320,77
84,24
816,84
249,14
219,34
9,52
915,34
1405,34
993,14
1045,11
804,88
229,24
876,14
1198,34
1221,14
528,30
95,14
255,34
173,34
508,14
430,14
1190,34
1158,26
532,24
370,24
1035,14
773,34
118,14
398,34
1324,26
1124,77
697,24
621,77
991,14
379,26
374,14
294,14
770,14
857,14
542,14
439,14
537,77
891,14
727,84
1072,34
1036,14
1232,14
1168,84
580,14
406,77
137,14
1431,77
1286,14
1396,10
1085,2
29,77
1366,14
149,14
257,31
383,34
900,77
301,24
224,34
801,84
632,14
1013,14
844,34
662,14
451,34
209,31
128,54
323,34
739,34
331,14
750,34
47,14
545,14
620,26
1077,14
1240,34
161,10
673,34
299,14
1336,10
89,24
952,34
114,34
711,24
842,26
679,0
456,34
858,14
1301,34
465,34
1364,34
372,85
633,26
853,34
414,19
11,34
295,84
954,0
886,24
434,14
1136,93
496,9
64,14
878,14
768,14
1076,24
666,10
135,77
1033,14
950,24
1345,24
646,34
227,24
61,10
1092,14
334,26
959,14
1223,14
519,14
397,34
848,14
56,34
1236,19
753,24
1380,5
761,26
1337,14
548,14
132,77
1056,77
250,77
1203,10
65,9
559,14
510,10
501,9
74,14
90,26
98,14
85,14
322,14
1066,77
404,14
303,10
207,26
719,14
7,26
1421,14
266,34
178,24
683,14
458,14
589,14
600,26
251,77
333,14
133,14
1241,14
1264,85
541,34
1416,2
237,14
1169,34
80,24
888,24
111,14
716,77
947,77
953,14
292,14
22,14
82,34
1255,34
1267,14
982,14
605,14
714,24
797,14
969,0
560,2
626,26
1427,26
736,77
140,14
1068,14
1274,34
485,14
1304,77
525,77
284,14
1346,34
73,77
597,84
66,24
841,14
647,14
1127,11
1400,26
1046,24
859,14
1109,14
129,34
615,34
72,14
1111,14
1182,14
247,10
549,34
815,34
1227,14
472,9
654,34
819,77
594,24
799,24
1290,10
974,19
644,14
389,14
216,10
755,77
489,34
979,10
970,19
188,0
121,77
476,10
569,14
1386,34
629,14
1283,14
493,10
639,0
691,34
1326,77
482,24
1161,34
1360,9
946,77
1392,34
244,10
693,14
473,77
641,14
44,30
782,34
604,54
638,14
1340,26
610,26
215,25
769,14
660,24
279,14
895,14
126,14
595,34
592,77
1343,14
1053,14
521,84
995,84
381,34
921,10
1279,2
305,85
464,34
1244,14
102,14
274,14
1417,24
253,14
1391,2
281,24
497,0
1138,14
445,77
907,14
839,77
1257,14
1234,34
1142,14
1363,34
1359,14
399,14
976,34
1262,14
495,14
371,14
593,77
874,14
144,77
350,10
602,77
923,14
696,14
1012,14
338,10
1294,10
754,77
685,0
405,14
297,14
280,5
756,77
582,34
225,14
1183,26
652,77
420,14
269,34
980,24
509,24
893,85
1153,0
1361,9
564,34
358,14
39,34
291,24
599,14
1102,14
659,14
1050,54
909,24
155,14
93,14
1055,14
450,10
767,26
1164,84
99,19
447,0
522,14
1217,14
535,14
688,34
285,9
699,24
911,85
733,10
1272,0
1245,52
1167,14
232,24
105,34
793,24
466,34
790,24
195,84
1150,88
635,34
192,14
1230,34
306,77
97,77
157,9
561,24
1318,34
540,84
751,24
1268,26
107,34
931,10
872,14
1238,34
516,14
1378,14
1404,14
366,14
598,34
1154,14
1121,26
966,52
649,53
120,84
1358,77
943,14
363,24
1175,10
81,39
1219,77
362,34
557,77
1170,30
938,26
1278,14
503,24
1300,14
68,14
282,14
826,10
498,14
588,77
614,14
184,34
935,39
357,14
747,52
798,9
260,84
3,24
428,24
488,26
708,14
231,14
130,77
784,88
658,0
617,54
1365,14
1288,34
556,10
52,52
687,14
937,14
875,30
924,14
855,14
1383,36
723,14
261,26
156,26
983,14
48,52
712,77
1291,14
1242,84
1218,54
1151,14
152,10
1032,24
618,24
1200,0
967,10
968,14
23,31
1157,14
36,14
1339,14
904,34
1207,34
21,84
642,26
845,14
992,77
940,14
1059,34
1116,34
96,14
1120,14
256,9
742,14
689,77
581,2
1261,21
1115,14
43,14
1031,14
538,24
803,26
1194,26
193,34
24,24
382,77
31,77
304,14
163,26
1307,24
440,34
491,10
1069,14
1425,24
373,14
881,34
1208,34
460,84
821,14
1149,52
1260,26
1237,26
759,9
142,14
794,77
2,34
1096,34
1310,14
1328,34
1144,19
996,14
1196,6
233,26
1430,14
1054,24
235,14
724,14
835,85
619,34
300,14
1143,34
131,77
112,77
517,77
30,14
37,14
624,9
939,2
378,84
151,77
182,24
1277,34
922,34
1399,0
575,24
429,24
837,34
868,26
410,9
721,10
1253,26
1014,24
1289,14
124,34
63,77
487,26
202,24
704,14
1233,24
1418,24
884,24
409,14
277,26
1209,34
79,30
611,2
852,14
1220,14
998,4
125,34
392,0
341,14
1374,10
960,34
170,24
1351,77
669,83
425,14
1192,14
214,14
843,14
136,14
1401,24
1284,14
352,14
46,10
1315,14
1276,85
1093,14
573,14
1065,14
533,14
147,0
1108,14
735,14
1410,14
1011,14
771,34
860,14
134,84
8,26
1397,5
675,24
1028,77
59,77
391,34
403,14
160,10
1323,14
1251,24
762,77
883,77
738,14
975,14
1019,10
360,14
523,14
1084,77
678,14
32,14
264,10
1424,30
1349,14
958,34
1135,10
353,34
764,34
985,10
213,34
1249,14
449,24
1248,84
601,35
1281,9
838,34
831,24
849,9
1037,14
459,14
62,14
33,77
1211,19
145,14
203,10
455,2
1246,77
199,24
729,52
961,14
1322,34
1020,34
827,77
850,0
529,9
1204,84
122,10
385,77
175,34
18,21
1280,14
1006,34
944,34
194,26
834,14
1140,26
1061,84
1039,14
763,77
177,54
1075,34
293,10
442,34
1165,77
332,14
936,81
484,14
240,14
796,24
1113,84
408,14
452,24
1119,14
1235,77
999,34
272,52
728,84
25,77
1181,34
925,26
217,14
1114,84
1018,34
1394,24
311,34
67,24
1350,26
507,77
339,14
187,14
139,26
1089,14
1049,34
312,9
17,14
267,77
208,10
41,77
246,34
436,24
681,14
480,14
1348,2
1353,34
892,34
715,34
1321,24
191,34
242,77
1038,19
1385,24
914,14
335,24
290,9
481,24
945,14
916,14
1159,77
912,14
622,10
325,34
1224,34
1062,52
180,34
1265,14
1047,77
1171,19
664,24
321,77
1129,24
302,14
896,84
1128,30
239,14
502,14
317,9
210,14
1067,14
752,34
411,14
77,77
278,14
1088,5
609,30
148,34
972,14
1101,26
463,14
394,26
1009,14
1071,14
356,14
674,9
479,84
744,9
1162,14
1302,77
38,9
198,14
1160,14
315,34
518,54
1040,14
40,24
717,34
677,14
1188,34
1319,34
388,77
1422,24
1285,34
1008,98
765,14
977,14
789,34
200,54
88,84
158,10
355,14
778,14
475,9
817,14
412,30
101,24
342,14
1250,30
885,14
534,14
596,34
1216,14
1106,14
328,34
407,77
